Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
RILEY,DOG,ROTTWEILER/MIX,BLACK/TAN,Neutered,MED,2/10/2016,K17-024635,DA41,A356328,7/31/2017,8/22/2017,22,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404.0,1,38.43807,-122.71247
TJ,DOG,AUST CATTLE DOG/MIX,BLACK/WHITE,Spayed,LARGE,10/7/2006,K16-021077,DS59,A343267,10/7/2016,10/7/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
CHARLIE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,3/1/2017,K19-031573,CS05,A384646,3/1/2019,3/4/2019,3,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,ARF,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94598.0,1,37.91666,-122.01313
*STEVE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,4/11/2014,K14-009260,LOBBY,A307890,6/11/2014,7/5/2014,24,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,SMALL,,K15-017021,CS06,A330254,12/5/2015,12/9/2015,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
SAMMIE,DOG,LABRADOR RETR,BLACK,Male,LARGE,,K16-017563,DS86,A332370,1/25/2016,1/26/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476.0,1,38.29188,-122.45728
ANNIE,DOG,CHIHUAHUA SH/MIX,WHITE/BLACK,Female,SMALL,,K18-029697,TRUCK,A375714,8/31/2018,9/1/2018,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,FLD_IDTAG,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
BRUNO,DOG,POODLE MIN/MIX,WHITE,Neutered,MED,6/10/2010,K16-018675,DA02,A336491,4/30/2016,6/10/2016,41,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
LUNA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,MED,10/16/2018,K19-032009,DS78,A386350,4/20/2019,4/20/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,*COTATI,94931.0,1,38.32345,-122.70821
*PINTO,DOG,GREAT DANE,WHITE/BROWN,Male,X-LRG,,K19-033545,DQ116,A391066,8/30/2019,9/11/2019,12,STRAY,FIELD,TRANSFER,DOGWOOD,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*ZENA,CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,10/29/2006,K14-011539,CS05,A313217,10/29/2014,12/9/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
*REESE,DOG,AUST SHEPHERD/MIX,BLACK/BROWN,Neutered,LARGE,9/13/2018,K19-033562,DA47,A391101,9/3/2019,9/14/2019,11,STRAY,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95442.0,1,38.36279,-122.5247
ZOI,DOG,AUST CATTLE DOG/MIX,RED,Male,MED,8/25/2020,K22-042347,DI103,A413004,8/25/2022,8/25/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
SUPER II,DOG,SIBERIAN HUSKY,WHITE/BLACK,Neutered,MED,1/11/2009,K18-027838,DS64,A272736,4/12/2018,4/13/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,*PETALUMA,COUNTY,94952.0,1,38.23262,-122.64426
ROCKY,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,5/6/2015,K16-020882,TRUCK,A336605,9/23/2016,9/23/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*SPRINKLES,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,7/20/2014,K14-010887,WESTFARM,A311868,9/20/2014,10/20/2014,30,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
LULU,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,8/2/2009,K17-024665,DS96,A356375,8/1/2017,8/2/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,KITTN,7/19/2022,K22-042444,CS06,A413138,9/3/2022,9/6/2022,3,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*HELENA,DOG,AKITA/MIX,WHITE,Spayed,LARGE,11/8/2010,K13-007094,DA17,A299249,12/20/2013,3/15/2014,85,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,AKITA ANGL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,91321.0,1,34.3875,-118.5389
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,SMALL,,K19-032495,CS06,A388037,6/6/2019,6/11/2019,5,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*AMY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,6/19/2016,K16-020453,CS04,A341588,8/24/2016,9/9/2016,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
*ZEUS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,9/16/2014,K14-011703,LOBBY,A313742,11/14/2014,12/20/2014,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95436.0,1,38.47569,-122.89487
KATIE,DOG,PIT BULL/LABRADOR RETR,BLACK,Spayed,LARGE,4/10/2010,K15-013529,DS61,A320007,4/10/2015,4/10/2015,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
BLUE,CAT,DOMESTIC SH,GRAY,Male,KITTN,9/24/2020,K20-037578,CA03,A401869,12/24/2020,12/26/2020,2,CONFISCATE,FLD_ABAND,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94063.0,1,37.4845,-122.22772
RICHY,DOG,CHIHUAHUA SH/MIX,BROWN,Male,SMALL,7/7/2017,K20-036128,DS72,A398422,7/2/2020,7/7/2020,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
SAM,CAT,SIAMESE,LYNX PT,Neutered,SMALL,7/1/2011,K14-009597,CA03,A308663,7/1/2014,7/8/2014,7,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95404.0,1,38.43807,-122.71247
COCO,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,TOY,1/29/2010,K16-017612,DS82,A332456,1/27/2016,1/29/2016,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
CATALEYA,DOG,CANE CORSO,GRAY,Spayed,MED,4/26/2015,K17-024616,DA02,A333554,7/28/2017,8/15/2017,18,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558.0,1,38.32978,-122.32726
,CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,1/30/2022,K22-041113,CA03,A410988,4/14/2022,4/20/2022,6,STRAY,FIELD,TRANSFER,MARIN HS,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94949.0,0,38.06815,-122.53662
MIDNIGHT,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,1/26/2014,K17-023838,DS66,A308726,6/8/2017,6/8/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,1,38.45663,-122.72292
ONYX,DOG,GERM SHEPHERD,BLACK,Spayed,LARGE,8/30/2021,K22-042196,DA10,A412788,8/9/2022,10/11/2022,63,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*SONOMA,95476.0,1,38.29188,-122.45728
MUFFY,DOG,CAIRN TERRIER/MIX,TAN/WHITE,Spayed,SMALL,12/13/2015,K16-018837,DA44,A337035,5/13/2016,5/21/2016,8,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95465.0,1,38.4071,-122.94753
YODA,DOG,SIBERIAN HUSKY,WHITE/BLACK,Male,LARGE,,K22-043297,DS69,A414231,12/7/2022,12/13/2022,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95404.0,1,38.43807,-122.71247
,DOG,GREAT PYRENEES,WHITE,Unknown,X-LRG,,K17-026666,TRUCK,A365509,12/14/2017,12/14/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
JACKSON,DOG,LABRADOR RETR/PIT BULL,BLACK,Neutered,LARGE,2/24/2013,K21-037738,DS77,A291161,1/20/2021,1/20/2021,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
*FRED,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,6/16/2017,K17-025359,MOBILE,A361039,9/16/2017,9/23/2017,7,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,7/17/2020,K20-036764,CA03,A400458,9/17/2020,9/28/2020,11,STRAY,FIELD,TRANSFER,BERKH,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94710.0,1,37.85103,-122.2962
MISS KITTY,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,11/2/2011,K15-013768,49ERPET,A321228,5/2/2015,5/23/2015,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
*ROMEO,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,MED,7/4/2014,K15-017140,DI099,A330897,12/14/2015,1/13/2016,30,STRAY,FIELD,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94947.0,1,38.10139,-122.57809
APOLLO,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,10/31/2014,K16-018543,DA18,A335909,4/20/2016,5/11/2016,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
*GLADYS,DOG,PEKINGESE/MIX,TAN,Spayed,SMALL,4/15/2014,K21-038160,DS86,A403400,4/1/2021,5/7/2021,36,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
HAPPY,DOG,WEIMARANER,GRAY,Neutered,MED,9/23/2014,K16-021957,TRUCK,A318729,12/20/2016,12/20/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,DOG,ROTTWEILER/LABRADOR RETR,BLACK,Male,PUPPY,7/4/2016,K16-019672,TRUCK,A339371,7/8/2016,7/8/2016,0,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*WILLIE,CAT,DOMESTIC MH,BRN TABBY,Neutered,SMALL,4/1/2005,K14-008581,CS05,A021412,4/24/2014,5/7/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492.0,1,38.54938,-122.81321
SPUDS,DOG,CHIHUAHUA SH/PARSON RUSS TER,BLACK/TAN,Male,SMALL,6/22/2007,K16-017674,DS90,A293447,2/2/2016,2/2/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
MAX,DOG,FRENCH BULLDOG,BROWN,Male,SMALL,,K21-040363,DS78,A408541,12/22/2021,12/23/2021,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,COUNTY,COUNTY,95492.0,1,38.54938,-122.81321
,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,3/22/2015,K15-016009,CS06,A327050,9/16/2015,9/26/2015,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
KODEN,DOG,AKITA,BROWN/WHITE,Neutered,X-LRG,1/7/2014,K16-017392,DS53,A331656,1/7/2016,1/8/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
HUMP DAY,CAT,DOMESTIC MH,BLACK/WHITE,Female,SMALL,2/11/2010,K15-012754,TRUCK,A316710,2/11/2015,2/11/2015,0,CONFISCATE,FLD_CORONR,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Female,SMALL,,K17-022533,DS65,A348406,2/14/2017,3/8/2017,22,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
HOOTIE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,3/18/2018,K18-028642,WESTFARM,A374024,6/14/2018,6/28/2018,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
CHASE,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K22-042479,DS74,A413197,9/8/2022,9/9/2022,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,,94553.0,1,38.01393,-122.13494
NENA,DOG,PIT BULL/MIX,BROWN/WHITE,Female,MED,5/16/2009,K14-008866,DQ109,A306768,5/16/2014,5/27/2014,11,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
LOLA,DOG,PIT BULL/MIX,BL BRINDLE/WHITE,Spayed,MED,3/22/2012,K14-010345,DS52,A349838,8/18/2014,9/2/2014,15,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
GEORGIA,DOG,GOLDEN RETR/LABRADOR RETR,YELLOW,Spayed,MED,,K18-027453,DS82,A369253,3/6/2018,3/6/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
*EDWARD,CAT,DOMESTIC MH,LYNX PT,Neutered,SMALL,6/3/2020,K22-041477,CS05,A411752,5/27/2022,6/16/2022,20,STRAY,OVER THE COUNTER,TRANSFER,WE CARE,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94574.0,1,38.5061,-122.47168
BELLA,DOG,GERM SHEPHERD/WELSH CORGI CAR,BLACK/TAN,Spayed,SMALL,9/9/2016,K21-038591,DS52,A404972,5/22/2021,5/25/2021,3,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
BRUTUS,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,12/30/2008,K16-018174,DS67,A327825,3/23/2016,3/24/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94534.0,1,38.26323,-122.06747
*JAZMINE,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,MED,6/11/2016,K19-032599,DA41,A387910,6/13/2019,7/23/2019,40,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94590.0,1,38.10095,-122.25495
SAM,DOG,LABRADOR RETR,YELLOW,Male,LARGE,11/1/2007,K14-007704,DS66,A211734,2/13/2014,2/14/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425.0,1,38.8063,-123.01785
BENTLEY,DOG,BOSTON TERRIER,BR BRINDLE/WHITE,Spayed,TOY,10/4/2016,K18-029835,TRUCK,A365158,9/11/2018,9/11/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
BARNABAS,DOG,MASTIFF,BR BRINDLE,Neutered,LARGE,5/13/2018,K19-033199,DS78,A390155,8/3/2019,8/9/2019,6,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,*WINDSOR,COUNTY,94901.0,1,37.97461,-122.53288
*DINAH,DOG,PIT BULL,GRAY/WHITE,Spayed,LARGE,3/23/2014,K16-020442,DA06,A341576,8/24/2016,11/15/2016,83,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95442.0,1,38.36279,-122.5247
KIWI,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K20-035563,CS06,A396725,3/10/2020,3/10/2020,0,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
RONNIE,DOG,LABRADOR RETR/FLAT COAT RETR,BLACK/WHITE,Spayed,PUPPY,11/4/2016,K17-022695,DA01,A349093,3/4/2017,3/15/2017,11,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
,DOG,SHIH TZU/MIX,TAN,Female,SMALL,12/24/2008,K14-012007,DQ108,A314723,12/9/2014,12/30/2014,21,STRAY,FIELD,TRANSFER,GREEN DOG,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
SAMMY,DOG,LABRADOR RETR/GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,4/27/2001,K16-018545,DS58,A335911,4/20/2016,4/27/2016,7,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
OSO,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,1/29/2017,K17-026589,DA30,A365352,12/7/2017,4/12/2018,126,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404.0,1,38.43807,-122.71247
,DOG,AUST SHEPHERD,TRICOLOR,Male,SMALL,12/17/2018,K19-034167,DS54,A392500,10/17/2019,10/26/2019,9,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
LUCKY,DOG,SHIH TZU/MIX,CREAM/BROWN,Neutered,SMALL,11/25/2012,K15-016838,DA38,A329742,11/18/2015,12/4/2015,16,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,95482.0,1,39.15093,-123.2079
*LILY,DOG,RHOD RIDGEBACK/LABRADOR RETR,TAN/BLACK,Spayed,LARGE,4/21/2015,K17-023370,DA35,A350893,5/4/2017,5/5/2017,1,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
RUSTY,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,7/31/2005,K15-012490,DA04,A236792,1/20/2015,3/4/2015,43,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,1,38.45663,-122.72292
BLUE,DOG,BULLDOG,BLUE MERLE,Neutered,LARGE,11/15/2012,K15-013607,DS69,A282059,4/17/2015,4/17/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
TACO BELLE,DOG,CHIHUAHUA & MIX,BLACK,Spayed,MED,8/21/2006,K19-032592,DS90,A342230,6/13/2019,6/13/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
*GEORGE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,7/12/2018,K18-030893,CA02,A381880,12/12/2018,12/26/2018,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409.0,1,38.46417,-122.67071
INA,DOG,BORDER COLLIE/GERM SHEPHERD,BLACK/WHITE,Spayed,LARGE,7/13/2015,K21-038633,DA31,A405048,5/27/2021,8/17/2021,82,OWNER SURRENDER,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
JACK,DOG,SCOT TERRIER,BLACK,Neutered,SMALL,,K20-035611,DS96,A396870,3/16/2020,3/16/2020,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,5/25/2016,K17-023255,CS06,A351392,4/25/2017,5/2/2017,7,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
KIWI,DOG,GERM SHEPHERD/MIX,BROWN/WHITE,Female,LARGE,11/20/2017,K19-034621,TRUCK,A393838,11/20/2019,11/20/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
AUDI,DOG,LABRADOR RETR,WHITE,Spayed,MED,10/1/2004,K18-027402,DS87,A343094,2/27/2018,2/28/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
,CAT,DOMESTIC SH,BRN TABBY,Male,SMALL,,K19-031876,CS06,A386010,4/6/2019,4/9/2019,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
J BEAR,DOG,MIN PINSCHER,BROWN/TAN,Neutered,SMALL,10/8/2014,K15-016096,MAC,A327298,9/22/2015,10/11/2015,19,CONFISCATE,FLD_HOSPTL,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94619.0,1,37.79177,-122.1882
WILLIS,DOG,YORKSHIRE TERR,GRAY/TAN,Neutered,TOY,3/6/2013,K14-007968,DA45,A303651,3/6/2014,3/20/2014,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
CAPULIEN,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK,Neutered,LARGE,10/20/2013,K15-013580,DA34,A306497,4/15/2015,5/5/2015,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,OUT OF COUNTY,97756.0,1,44.27257,-121.17589
,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,9/28/2016,K18-030030,DS62,A377104,9/28/2018,10/23/2018,25,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
MICKEY,DOG,PIT BULL/MIX,WHITE/BLACK,Neutered,LARGE,,K17-024646,MOBILE,A315939,8/1/2017,9/16/2017,46,STRAY,PRIV_SHELT,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94550.0,1,37.6757,-121.75856
*CANDY,CAT,DOMESTIC SH,ORANGE,Spayed,SMALL,3/5/2011,K14-007953,CS04,A303619,3/5/2014,3/25/2014,20,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
OBIE,DOG,PUG,BLACK/WHITE,Spayed,SMALL,,K15-012733,DS56,A316643,2/9/2015,2/11/2015,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
